,game_id,date,title,price,score,playtime_forever,playtime_2weeks,downloads,popular_genres,common_genres,unpopular_genres,price_discr
46,711230.0,1992-01-01,Titus the Fox,9.99,,,,,Action Adventure RPG,,,1
47,347240.0,1992-01-01,Challenge of the Five Realms: Spellbound in the World of Nhagardia,6.99,,0.0,0.0,30.0,Adventure RPG,Classic,,1
48,329680.0,1992-01-01,Task Force 1942: Surface Naval Action in the South Pacific,6.99,,11.0,0.0,23.0,Simulation,World War II Retro,Naval,1
49,283920.0,1992-01-01,Putt-Putt® Joins the Parade,6.99,1.58,2524.0,3.0,116.0,Adventure Casual Singleplayer,Point & Click Family Friendly Classic Atmospheric,Cold War,1
50,670180.0,1992-01-01,Castles II: Siege & Conquest,9.99,,,,,RPG Strategy,,,1
51,358350.0,1992-02-01,Secret Agent,4.99,,120.0,0.0,177.0,Action,Platformer Classic,,1
52,358250.0,1992-03-01,Cosmo's Cosmic Adventure,4.99,0.0,1164.0,0.0,178.0,Action Adventure Singleplayer,Platformer 2D 1990's Classic Retro,,1
53,358340.0,1992-05-01,Word Rescue,4.99,1.76,641.0,1.0,181.0,Action Adventure,Education 1990's Female Protagonist Classic,,1
54,6010.0,1992-06-01,Indiana Jones® and the Fate of Atlantis™,5.99,,17047.0,0.0,160.0,Adventure Singleplayer,Point & Click Classic 1990's Pixel Graphics Retro Third Person,,1
55,358200.0,1992-10-01,Math Rescue,4.99,,287.0,1.0,184.0,Adventure,Education,,1
56,328430.0,1992-11-01,Rex Nebular and the Cosmic Gender Bender,6.99,,71.0,0.0,48.0,Adventure,Point & Click 1990's Classic,,1
57,358920.0,1992-11-17,Star Control: The Ur-Quan Masters,3.99,,,,,Action Adventure Indie Strategy Simulation,Multiplayer,,1
58,410540.0,1993-01-01,Starlord,6.99,,2.0,0.0,22.0,Action Simulation,,,1
59,749140.0,1993-01-01,Prehistorik 2,9.99,,,,,Adventure RPG,Platformer,,1
60,426630.0,1993-01-01,Bubsy Two-Fur,4.99,,9857.0,44.0,57.0,Action Adventure Singleplayer,Platformer Retro Classic Family Friendly Great Soundtrack Open World Difficult,,1
61,389470.0,1993-01-01,Call of Cthulhu: Shadow of the Comet,5.99,,0.0,0.0,2.0,Adventure,Point & Click Lovecraftian 1990's,,1
62,327920.0,1993-01-01,BloodNet,6.99,,115.0,0.0,53.0,Adventure RPG,Cyberpunk Point & Click Horror Classic,Vampire,1
63,283430.0,1993-01-01,Litil Divil,9.99,0.0,901.0,0.0,619.0,Adventure Action,Retro,,1
64,266980.0,1993-01-02,The Labyrinth of Time,5.99,,0.0,0.0,14.0,Adventure,Point & Click First-Person,,1
65,752060.0,1993-01-02,Subwar 2050,9.99,,,,,Action Simulation Strategy,,,1
66,358300.0,1993-01-23,Major Stryker,2.99,,83.0,0.0,166.0,Action,Shoot 'Em Up Classic,,1
67,550270.0,1993-02-27,Sailor Moon Season 1,2.99,,,,,,Anime Episodic,,1
68,550280.0,1993-02-27,Sailor Moon R Season 2,2.99,,,,,,Anime Episodic,,1
69,317030.0,1993-03-26,Fatty Bear's Birthday Surprise,6.99,,10627.0,85.0,81.0,Casual Adventure,Point & Click Family Friendly Story Rich Mature Memes,,1
70,358210.0,1993-04-09,Monster Bash,4.99,,324.0,0.0,166.0,Action,1990's Platformer Classic,,1
71,255920.0,1993-04-28,The 7th Guest,5.99,,3157.0,41.0,186.0,Adventure Singleplayer,Point & Click Horror Puzzle Classic 1990's Atmospheric First-Person,FMV,1
72,358180.0,1993-08-03,Bio Menace,0.0,,712.0,0.0,165.0,Action,Platformer 2D Classic,,
73,585240.0,1993-08-11,Return to Zork,5.99,,,,,Adventure,,,1
74,63600.0,1993-09-24,realMYST,5.99,,9842.0,1.0,146.0,Adventure Casual Singleplayer,Puzzle Point & Click Story Rich Classic First-Person Exploration Surreal Steampunk Remake Atmospheric,FMV,1
75,294650.0,1993-10-01,Putt-Putt® Goes to the Moon,6.99,1.0,1570.0,0.0,93.0,Adventure Casual,Point & Click Family Friendly Puzzle Hidden Object Story Rich Atmospheric Memes,,1
76,9000.0,1993-10-10,Spear of Destiny,2.99,,3329.0,2.0,904.0,Action Singleplayer,FPS Classic World War II Retro Shooter 1990's,,1
77,456540.0,1993-10-16,STAR WARS™: Rebel Assault I + II,9.99,,63.0,0.0,17.0,Action Simulation,Classic,Star Wars FMV On-Rails Shooter,1
78,561100.0,1993-11-11,Disney's Aladdin,9.99,,,,,Action Adventure,Classic,,1
79,719310.0,1993-12-01,King's Table - The Legend of Ragnarok,4.99,,,,,Strategy Simulation,,,1
80,719300.0,1993-12-01,Daemonsgate,6.99,,,,,Action Adventure RPG,,,1
81,358190.0,1993-12-03,Blake Stone: Aliens of Gold,4.99,,257.0,0.0,176.0,Action,FPS Classic 1990's,,1
82,370270.0,1993-12-10,Jim Power -The Lost Dimension,4.99,,9135.0,30.0,32.0,Action Adventure,Platformer Retro,,1
83,495700.0,1993-12-17,Gabriel Knight: Sins of the Father®,5.99,,1607.0,1607.0,79.0,Adventure,Mystery Point & Click Classic Story Rich Pixel Graphics Atmospheric Detective 1990's,,1
84,7760.0,1993-12-31,X-COM: UFO Defense,4.99,2.0,187144.0,35.0,1822.0,Strategy Singleplayer Simulation Action Adventure,Classic Turn-Based Strategy Sci-fi Turn-Based Tactical Aliens Difficult Turn-Based Tactics Isometric Base Building Atmospheric 1990's Retro Management Space,,1
85,429520.0,1994-01-01,Falcon Gold,6.99,,4000.0,0.0,23.0,Simulation,Retro Flight,,1
86,347230.0,1994-01-01,1942: The Pacific Air War,6.99,,94.0,0.0,17.0,Simulation Strategy,World War II,,1
87,624080.0,1994-01-01,Cyberia,9.99,,,,,Action Adventure Simulation,Cyberpunk,,1
88,327940.0,1994-01-01,Dragonsphere,6.99,,10.0,0.0,47.0,Adventure,Point & Click Classic Fantasy Pixel Graphics 1990's,,1
89,354430.0,1994-01-01,STAR WARS™ - X-Wing Special Edition,9.99,1.0,3903.0,0.0,268.0,Action Singleplayer Simulation,Space Sim Space,Star Wars,1
90,377070.0,1994-01-01,Noctropolis,9.99,,1697.0,0.0,12.0,Adventure,Point & Click 1990's,FMV,1
91,327400.0,1994-01-01,Sid Meier's Colonization (Classic),6.99,,1360.0,0.0,67.0,Simulation Adventure Strategy,Turn-Based Strategy Classic Retro 4X Pixel Graphics,,1
92,598990.0,1994-01-01,Pizza Connection,5.99,,,,,Simulation Strategy,Management,,1
93,257260.0,1994-01-02,Inherit the Earth: Quest for the Orb,5.99,,606.0,0.0,21.0,Adventure Casual Singleplayer,Point & Click Classic,,1
94,294720.0,1994-03-25,Putt-Putt® and Fatty Bear's Activity Pack,4.99,,35403.0,21.0,79.0,Casual,Family Friendly Point & Click Education Difficult Memes,,1
95,730580.0,1994-03-28,MegaRace 1,2.99,,,,,Action,Racing Retro Classic Cult Classic,Runner,1
96,336060.0,1994-04-01,Raptor: Call of The Shadows - 2015 Edition,4.99,,2018.0,75.0,50.0,Action Singleplayer,Shoot 'Em Up Retro Shooter Cult Classic 2D Bullet Hell,,1
97,412380.0,1994-04-01,Legend (1994),4.99,,7697.0,318.0,36.0,Action,Beat 'em up Fighting,,1
98,358360.0,1994-04-01,Raptor: Call of the Shadows (1994 Classic Edition),4.99,,929.0,5.0,180.0,Action,Shoot 'Em Up,,1
99,328930.0,1994-04-18,Fleet Defender: The F-14 Tomcat Simulation,6.99,,33.0,0.0,20.0,Simulation,Flight Classic Retro,,1
100,2300.0,1994-05-05,DOOM II,4.99,2.1733333333333333,66762.0,330.0,1360.0,Action Singleplayer,Classic FPS 1990's Shooter Moddable Sci-fi Retro Violent First-Person Multiplayer Gore Zombies Great Soundtrack Pixel Graphics Horror Online Co-Op,Demons 2.5D,1
101,358290.0,1994-06-01,Hocus Pocus,4.99,0.0,265.0,0.0,177.0,Action Adventure,Platformer 1990's,,1
102,283270.0,1994-06-02,Jagged Alliance 1: Gold Edition,9.99,,1029.0,0.0,89.0,Strategy RPG Action Singleplayer,Classic Turn-Based Turn-Based Strategy Tactical Turn-Based Tactics Retro,Tactical RPG,1
103,355250.0,1994-07-01,STAR WARS™: TIE Fighter Special Edition,9.99,0.0,2852.0,6.0,266.0,Action Singleplayer Simulation,Space Space Sim,Star Wars,1
104,358220.0,1994-07-15,Mystic Towers,4.99,,161.0,0.0,175.0,Action Adventure,Retro,,1
105,2270.0,1994-08-03,Wolfenstein 3D,4.99,1.1666666666666667,32636.0,159.0,1184.0,Action Singleplayer,FPS Classic World War II Retro First-Person 1990's Shooter Moddable Pixel Graphics,2.5D,1
106,561110.0,1994-08-15,Disney's The Jungle Book,9.99,,,,,Action Adventure,,,1
107,738470.0,1994-09-30,God Of Thunder,0.0,,,,,Action Adventure Indie,,,
108,397330.0,1994-10-14,Little Big Adventure - Enhanced Edition,5.99,,1063.0,0.0,11.0,Adventure Action RPG,Retro Cult Classic 1990's,,1
109,358380.0,1994-10-17,Wacky Wheels,4.99,,289.0,2.0,211.0,Action,Racing Classic,,1
110,358310.0,1994-10-28,Blake Stone: Planet Strike,4.99,,84.0,0.0,181.0,Action,FPS Classic 1990's,,1
111,283940.0,1994-10-28,Freddi Fish and The Case of the Missing Kelp Seeds,6.99,1.36,9966.0,177.0,139.0,Adventure Casual Simulation Singleplayer,Point & Click Family Friendly Education Great Soundtrack Competitive Illuminati,,1
112,302350.0,1994-10-31,Tex Murphy: Under a Killing Moon,9.99,,762.0,0.0,83.0,Adventure,Detective Point & Click Classic Sci-fi Comedy Mystery Cult Classic 1990's Cyberpunk First-Person Exploration Post-apocalyptic Atmospheric Puzzle,FMV Noir Dystopian,1
113,358280.0,1994-11-04,Alien Carnage / Halloween Harry,0.0,,741.0,0.0,165.0,Action,Platformer,,
114,254920.0,1994-11-30,Lords of the Realm,1.99,,46.0,0.0,27.0,Strategy,Classic,,0
115,561120.0,1994-12-08,Disney's The Lion King,9.99,,,,,Action Adventure,Classic,,1
116,358410.0,1994-12-21,Rise of the Triad: Dark War,6.99,,628.0,84.0,178.0,Action,FPS Classic 1990's,,1
117,363060.0,1995-01-01,Let's Explore the Farm (Junior Field Trips),6.99,,124.0,0.0,74.0,Casual,Education Family Friendly,,1
118,363070.0,1995-01-01,Let's Explore the Jungle (Junior Field Trips),6.99,,53.0,0.0,74.0,Casual,Education Family Friendly,,1
119,579980.0,1995-01-01,Lost Eden,9.99,,,,,Adventure RPG Strategy,,Dinosaurs,1
120,717720.0,1995-01-01,Cyberia 2: Resurrection,9.99,,,,,Action Adventure Strategy,,,1
121,371180.0,1995-01-01,Super 3-D Noah's Ark,4.99,0.5,22824.0,863.0,169.0,Action Singleplayer,FPS Classic Family Friendly Retro Education Difficult Cult Classic Pixel Graphics Shooter First-Person Sexual Content Funny Fantasy Perma Death Cute,Alternate History Cold War,1
122,359620.0,1995-01-01,Call of Cthulhu: Prisoner of Ice,5.99,,0.0,0.0,3.0,Adventure,Point & Click Lovecraftian Classic 1990's,,1
123,363050.0,1995-01-01,Let's Explore the Airport (Junior Field Trips),6.99,,208.0,0.0,74.0,Casual,Family Friendly Education Psychological Horror,,1
124,418640.0,1995-02-10,Iron Commando - Koutetsu no Senshi,4.99,,,,,Action,Beat 'em up Fighting,,1
125,273570.0,1995-02-13,Descent,9.99,,3012.0,0.0,56.0,Action Singleplayer Adventure,Classic Shooter FPS Space Retro 1990's Sci-fi First-Person Flight Co-op Difficult Pixel Graphics,6DOF,1
126,32400.0,1995-02-15,STAR WARS™ - Dark Forces,5.99,1.664,68686.0,63.0,3337.0,Action Singleplayer Adventure,FPS Classic Sci-fi Shooter Retro First-Person 1990's Pixel Graphics,Star Wars,1
127,7650.0,1995-04-01,X-COM: Terror From the Deep,4.99,,49839.0,4.0,1678.0,Strategy Singleplayer,Classic Sci-fi Turn-Based Turn-Based Strategy Tactical Aliens Difficult Turn-Based Tactics Lovecraftian Isometric Management Base Building Horror,Underwater,1
128,2280.0,1995-04-30,Ultimate Doom,4.99,1.345,78153.0,147.0,1343.0,Action Singleplayer,Classic FPS 1990's Great Soundtrack Moddable Sci-fi Retro Shooter Gore First-Person Fast-Paced Violent Multiplayer Difficult Horror Zombies,Demons 2.5D,1
129,358370.0,1995-05-01,Terminal Velocity,6.99,,368.0,0.0,181.0,Action Singleplayer,1990's Shooter Classic,6DOF,1
130,9160.0,1995-06-01,Master Levels for Doom II,14.99,1.5,8080.0,173.0,1360.0,Action Singleplayer,FPS Classic Shooter First-Person Retro Sci-fi 1990's Gore Zombies Moddable Great Soundtrack Horror Difficult,Demons,2
131,496760.0,1995-06-30,The Beast Within: A Gabriel Knight® Mystery,5.99,,0.0,0.0,74.0,Adventure,Mystery Point & Click Story Rich Classic 1990's Atmospheric,FMV Werewolves,1
132,329620.0,1995-07-01,Across the Rhine,6.99,,111.0,0.0,36.0,Strategy,World War II,,1
133,501990.0,1995-07-31,Phantasmagoria,9.99,,743.0,712.0,127.0,Adventure,Horror Female Protagonist Point & Click Gore 1990's,FMV,1
134,252730.0,1995-09-12,YOU DON'T KNOW JACK Vol. 1 XL,2.99,,3177.0,0.0,234.0,Casual Indie,Comedy,,1
135,560350.0,1995-09-30,Police Quest: SWAT,5.99,,,,,Strategy Action Simulation,,FMV,1
136,2360.0,1995-10-01,HeXen: Beyond Heretic,4.99,,5172.0,3.0,726.0,Action Singleplayer RPG,FPS Classic Fantasy Dark Fantasy Retro 1990's Shooter,Class-Based,1
137,70640.0,1995-10-30,Worms,7.99,0.66,4319.0,274.0,787.0,Strategy Action Singleplayer,Multiplayer 2D Classic Turn-Based Strategy Arcade Turn-Based Retro,,1
138,697580.0,1995-10-31,Screamer,9.99,,,,,Simulation,Sports Racing,,1
139,450120.0,1995-10-31,Capitalism Plus,5.99,,980.0,0.0,4.0,Simulation Strategy,Management Economy,Capitalism,1
140,6040.0,1995-11-01,The Dig®,5.99,,8368.0,0.0,152.0,Adventure Singleplayer,Point & Click Sci-fi Classic Space Great Soundtrack Pixel Graphics Atmospheric Story Rich 1990's Third Person Aliens Retro,,1
141,613240.0,1995-11-08,Stonekeep,9.99,,,,,Action Adventure RPG,Classic Dungeon Crawler,,1
142,358320.0,1995-11-11,Realms of Chaos,4.99,,114.0,0.0,174.0,Action Adventure,Platformer,,1
143,901147.0,1995-11-30,Earthworm Jim,19.99,,,,,Action Adventure,Platformer Classic 2D,,2
144,255940.0,1995-11-30,The 11th Hour,5.99,,801.0,2.0,161.0,Adventure Singleplayer,Point & Click Horror Puzzle First-Person 1990's Exploration Classic,FMV,1
145,358420.0,1995-12-29,Xenophage: Alien Bloodsport,0.0,,184.0,0.0,165.0,Action,Fighting,,
146,700880.0,1995-12-30,Kingdom: The Far Reaches,9.99,,,,,RPG Adventure Indie,,,1
147,306350.0,1995-12-31,Slipstream 5000,5.99,,31220.0,0.0,181.0,Action,Racing Sports Retro,,1
148,328440.0,1996-01-01,Deadlock: Planetary Conquest,6.99,,1.0,0.0,18.0,Strategy,Sci-fi Turn-Based,,1
149,329640.0,1996-01-01,Eradicator,6.99,,831.0,0.0,67.0,Action,FPS Classic First-Person 1990's Shooter Retro,,1
150,2370.0,1996-01-01,HeXen: Deathkings of the Dark Citadel,4.99,,668.0,0.0,703.0,Action,Classic FPS Shooter Fantasy,,1
151,284000.0,1996-01-01,Putt-Putt® and Pep's Balloon-o-Rama,4.99,,365.0,0.0,79.0,Casual Adventure,Family Friendly Point & Click,,1
152,713070.0,1996-01-01,Pray for Death,9.99,,,,,Action,,,1
153,605730.0,1996-01-01,Comedy Dynamics Classics: Full Frontal Comedy,1.99,,,,,,Comedy Episodic,,0
154,698620.0,1996-01-02,Screamer 2,9.99,,,,,Simulation,Sports Racing,,1
155,569220.0,1996-02-29,Spycraft: The Great Game,5.99,,,,,Adventure,,FMV,1
156,368600.0,1996-03-06,Terra Nova: Strike Force Centauri,5.99,,1918.0,0.0,17.0,Simulation Action,Classic FPS,FMV Mechs,1
157,294530.0,1996-03-29,Freddi Fish 2: The Case of the Haunted Schoolhouse,6.99,,9716.0,118.0,108.0,Adventure Casual,Family Friendly Point & Click Story Rich Survival Horror,,1
158,38490.0,1996-04-30,Earthworm Jim 2,19.99,,1298.0,0.0,78.0,Adventure Action,Classic Platformer 2D,,2
159,317040.0,1996-05-31,The Original Strife: Veteran Edition,9.99,1.6,18335.0,12.0,182.0,Action RPG Singleplayer,FPS Classic Retro 1990's Sci-fi Shooter First-Person Multiplayer Action RPG,,1
160,2290.0,1996-06-17,Final DOOM,4.99,1.0,15646.0,166.0,1236.0,Action Singleplayer,FPS Classic Retro Shooter First-Person 1990's Moddable Sci-fi Difficult Multiplayer Great Soundtrack Zombies Gore Horror Online Co-Op Atmospheric,Demons,1
161,400370.0,1996-06-30,Normality,5.99,,28321.0,1242.0,178.0,Adventure Action,Retro Point & Click 1990's,,1
162,302360.0,1996-07-31,Tex Murphy: The Pandora Directive,9.99,,2.0,0.0,72.0,Adventure,Detective Classic Point & Click Cyberpunk Mystery 1990's Multiple Endings Cult Classic Choices Matter Comedy Post-apocalyptic First-Person Sci-fi Story Rich Exploration,FMV Noir Dystopian Cinematic,1
163,358930.0,1996-08-31,Star Control: Kessari Quadrant,3.99,,,,,Action Adventure Indie Strategy Simulation,,,1
164,733760.0,1996-08-31,MegaRace 2,2.99,,,,,Action,Racing Retro Cult Classic Classic,Runner,1
165,358270.0,1996-09-06,Death Rally (Classic),4.99,,1202.0,0.0,212.0,,Racing Classic,,1
166,287020.0,1996-09-25,Harvester,5.99,,14132.0,0.0,142.0,Adventure Singleplayer,Horror Point & Click Gore Classic Dark Humor Cult Classic Violent 1990's Retro Story Rich Nudity,FMV Satire,1
167,580430.0,1996-09-30,Broken Sword 1: Original Version,0.0,,,,,Adventure,,,
168,624060.0,1996-09-30,Shattered Steel,9.99,,,,,Action Simulation,,Mechs,1
169,260020.0,1996-09-30,YOU DON'T KNOW JACK SPORTS,2.99,,117.0,0.0,216.0,Indie Casual,,,1
170,433580.0,1996-09-30,Timelapse,5.99,,383.0,0.0,3.0,Adventure,Puzzle 1990's,,1
171,283960.0,1996-10-04,Pajama Sam: No Need to Hide When It's Dark Outside,6.99,3.34,16809.0,729.0,206.0,Adventure Casual Singleplayer,Point & Click Family Friendly Puzzle 1990's Memes Great Soundtrack,,1
172,397350.0,1996-10-31,Lords of the Realm II,2.99,,7170.0,0.0,45.0,Strategy RPG,Turn-Based Medieval Classic,,1
173,245390.0,1996-10-31,"I Have No Mouth, and I Must Scream",5.99,0.3333333333333333,31057.0,29.0,355.0,Adventure Singleplayer,Point & Click Horror Classic Dark Post-apocalyptic Surreal Retro Cyberpunk Sci-fi Psychological Horror Story Rich Cult Classic Atmospheric Mature 1990's 2D,Based On A Novel Drama,1
174,294710.0,1996-10-31,Putt-Putt® and Pep's Dog on a Stick,4.99,,472.0,0.0,83.0,Casual Adventure,Family Friendly Point & Click Survival Horror,,1
175,243020.0,1996-10-31,Pandemonium,6.99,,3368.0,0.0,37.0,,Platformer Classic,,1
176,358390.0,1996-11-19,Stargunner,0.0,,127.0,0.0,174.0,Action,Free to Play Shoot 'Em Up,,
177,284020.0,1996-11-22,Freddi Fish and Luther's Maze Madness,4.99,,2181.0,0.0,116.0,Casual Adventure,Family Friendly Puzzle Psychological Horror,,1
178,410980.0,1996-11-22,Master of Orion 2,5.99,,1273.0,375.0,93.0,Strategy,Space 4X Sci-fi Turn-Based Classic Turn-Based Strategy,,1
179,410970.0,1996-11-22,Master of Orion 1,5.99,,125.0,0.0,93.0,Strategy,Sci-fi Space Classic 4X Turn-Based,,1
180,259940.0,1996-11-30,YOU DON'T KNOW JACK Vol. 2,2.99,,453.0,0.0,220.0,Casual Indie,Comedy,,1
181,501970.0,1996-12-03,Phantasmagoria 2: A Puzzle of Flesh,5.99,,716.0,685.0,126.0,Adventure,Horror Psychological Horror Point & Click 1990's,FMV,1
182,294580.0,1996-12-19,Freddi Fish and Luther's Water Worries,4.99,,598.0,0.0,76.0,Casual Adventure,Family Friendly,,1
183,292390.0,1996-12-31,Realms of the Haunting,9.99,1.0,2917.0,0.0,990.0,Action Adventure Singleplayer,Horror First-Person FPS Retro Point & Click Classic 1990's Shooter,FMV,1
184,674190.0,1996-12-31,Conquest of the New World,9.99,,,,,Strategy,,,1
185,351810.0,1997-01-01,MadSpace: To Hell and Beyond,5.99,,30.0,0.0,9.0,Action,FPS Classic,,1
186,577990.0,1997-01-01,Ignition,9.99,,,,,Action,Racing Sports Classic,,1
187,327910.0,1997-01-01,7th Legion,6.99,,839.0,0.0,38.0,Strategy Action Adventure,RTS,,1
188,9040.0,1997-02-28,QUAKE Mission Pack 1: Scourge of Armagon,2.99,,9449.0,7.0,1062.0,Action,FPS Classic Shooter First-Person Horror,,1
189,573790.0,1997-03-01,Imperium Galactica,4.99,,,,,Strategy,,,1
190,383100.0,1997-03-31,Fragile Allegiance,4.99,,401.0,0.0,1.0,Strategy,Retro Space Classic,Wargame,1
191,252710.0,1997-03-31,The Last Express Gold Edition,6.99,,5448.0,0.0,51.0,Adventure,Point & Click Mystery Classic Story Rich Historical 1990's,Real-Time Noir World War I,1
192,361690.0,1997-04-17,STAR WARS™ X-Wing vs TIE Fighter - Balance of Power Campaigns™,9.99,,4980.0,3.0,348.0,Action Simulation,Space Space Sim Multiplayer Flight Sci-fi,Star Wars,1
193,580940.0,1997-04-30,Redneck Rampage Rides Again,9.99,,,,,Action Adventure,Violent FPS,,1
194,260000.0,1997-04-30,YOU DON'T KNOW JACK MOVIES,2.99,,857.0,0.0,221.0,Casual Indie,Comedy,,1
